filepath,dataset,speaker_id,actor_gender,native_label,canonical_label,native_intensity,canonical_intensity,duration_sec,split
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_IWL_SAD_XX.wav,crema_d,1010,,sad,sad,,,2.369,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_IWW_ANG_XX.wav,crema_d,1010,,anger,angry,,,2.2755625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_IWW_DIS_XX.wav,crema_d,1010,,disgust,disgust,,,2.602625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_IWW_FEA_XX.wav,crema_d,1010,,fear,fear,,,3.603625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_IWW_HAP_XX.wav,crema_d,1010,,happy,happy,,,2.8695,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_IWW_NEU_XX.wav,crema_d,1010,,neutral,neutral,,,2.5025,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_IWW_SAD_XX.wav,crema_d,1010,,sad,sad,,,2.8028125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_MTI_ANG_XX.wav,crema_d,1010,,anger,angry,,,2.969625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_MTI_DIS_XX.wav,crema_d,1010,,disgust,disgust,,,2.7026875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_MTI_FEA_XX.wav,crema_d,1010,,fear,fear,,,2.902875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_MTI_HAP_XX.wav,crema_d,1010,,happy,happy,,,2.369,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_MTI_NEU_XX.wav,crema_d,1010,,neutral,neutral,,,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_MTI_SAD_XX.wav,crema_d,1010,,sad,sad,,,2.469125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TAI_ANG_XX.wav,crema_d,1010,,anger,angry,,,2.56925,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TAI_DIS_XX.wav,crema_d,1010,,disgust,disgust,,,3.06975,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TAI_FEA_XX.wav,crema_d,1010,,fear,fear,,,2.7026875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TAI_HAP_XX.wav,crema_d,1010,,happy,happy,,,2.369,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TAI_NEU_XX.wav,crema_d,1010,,neutral,neutral,,,3.06975,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TAI_SAD_XX.wav,crema_d,1010,,sad,sad,,,2.902875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TIE_ANG_XX.wav,crema_d,1010,,anger,angry,,,3.470125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TIE_DIS_XX.wav,crema_d,1010,,disgust,disgust,,,3.93725,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TIE_FEA_XX.wav,crema_d,1010,,fear,fear,,,2.7694375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TIE_HAP_XX.wav,crema_d,1010,,happy,happy,,,2.969625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TIE_NEU_XX.wav,crema_d,1010,,neutral,neutral,,,2.6359375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TIE_SAD_XX.wav,crema_d,1010,,sad,sad,,,3.37,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TSI_ANG_XX.wav,crema_d,1010,,anger,angry,,,2.43575,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TSI_DIS_XX.wav,crema_d,1010,,disgust,disgust,,,2.7360625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TSI_FEA_XX.wav,crema_d,1010,,fear,fear,,,2.2021875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TSI_HAP_XX.wav,crema_d,1010,,happy,happy,,,1.8018125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TSI_NEU_XX.wav,crema_d,1010,,neutral,neutral,,,2.102125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_TSI_SAD_XX.wav,crema_d,1010,,sad,sad,,,2.2755625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_WSI_ANG_XX.wav,crema_d,1010,,anger,angry,,,3.1698125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_WSI_DIS_XX.wav,crema_d,1010,,disgust,disgust,,,3.1364375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_WSI_FEA_XX.wav,crema_d,1010,,fear,fear,,,3.1364375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_WSI_HAP_XX.wav,crema_d,1010,,happy,happy,,,2.2021875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_WSI_NEU_XX.wav,crema_d,1010,,neutral,neutral,,,2.56925,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1010_WSI_SAD_XX.wav,crema_d,1010,,sad,sad,,,2.93625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_DFA_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.969625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_DFA_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,2.535875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_DFA_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.035375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_DFA_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.035375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_DFA_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.469125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_DFA_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.5025,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_ANG_HI.wav,crema_d,1011,,anger,angry,high,high,3.43675,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_ANG_LO.wav,crema_d,1011,,anger,angry,low,low,3.036375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_ANG_MD.wav,crema_d,1011,,anger,angry,medium,medium,2.5025,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_DIS_HI.wav,crema_d,1011,,disgust,disgust,high,high,2.7694375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_DIS_LO.wav,crema_d,1011,,disgust,disgust,low,low,2.7694375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_DIS_MD.wav,crema_d,1011,,disgust,disgust,medium,medium,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_FEA_HI.wav,crema_d,1011,,fear,fear,high,high,2.602625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_FEA_LO.wav,crema_d,1011,,fear,fear,low,low,2.8028125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_FEA_MD.wav,crema_d,1011,,fear,fear,medium,medium,2.56925,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_HAP_HI.wav,crema_d,1011,,happy,happy,high,high,2.535875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_HAP_LO.wav,crema_d,1011,,happy,happy,low,low,2.102125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_HAP_MD.wav,crema_d,1011,,happy,happy,medium,medium,2.1688125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,1.7350625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_SAD_HI.wav,crema_d,1011,,sad,sad,high,high,3.2699375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_SAD_LO.wav,crema_d,1011,,sad,sad,low,low,2.43575,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IEO_SAD_MD.wav,crema_d,1011,,sad,sad,medium,medium,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IOM_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.6359375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IOM_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IOM_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.7360625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IOM_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.43575,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IOM_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.1354375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IOM_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.535875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITH_ANG_XX.wav,crema_d,1011,,anger,angry,,,3.003,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITH_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,2.8695,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITH_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.3023125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITH_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.535875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITH_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITH_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.3023125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITS_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.7026875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITS_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,3.1698125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITS_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.5025,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITS_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITS_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.43575,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_ITS_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.7360625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWL_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.6359375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWL_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,2.2689375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWL_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.43575,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWL_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.2755625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWL_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.43575,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWL_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.8695,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWW_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.6359375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWW_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,3.103125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWW_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWW_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.1354375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWW_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.7694375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_IWW_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.2755625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_MTI_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.902875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_MTI_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_MTI_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_MTI_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.7694375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_MTI_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_MTI_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.402375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TAI_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.602625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TAI_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TAI_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.6359375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TAI_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.2021875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TAI_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.7026875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TAI_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TIE_ANG_XX.wav,crema_d,1011,,anger,angry,,,3.470125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TIE_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,4.3710625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TIE_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.7694375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TIE_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.469125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TIE_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.2755625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TIE_SAD_XX.wav,crema_d,1011,,sad,sad,,,3.7704375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TSI_ANG_XX.wav,crema_d,1011,,anger,angry,,,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TSI_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,2.7026875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TSI_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.602625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TSI_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.2021875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TSI_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.469125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_TSI_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.402375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_WSI_ANG_XX.wav,crema_d,1011,,anger,angry,,,3.470125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_WSI_DIS_XX.wav,crema_d,1011,,disgust,disgust,,,3.1364375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_WSI_FEA_XX.wav,crema_d,1011,,fear,fear,,,2.2689375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_WSI_HAP_XX.wav,crema_d,1011,,happy,happy,,,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_WSI_NEU_XX.wav,crema_d,1011,,neutral,neutral,,,2.93625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1011_WSI_SAD_XX.wav,crema_d,1011,,sad,sad,,,2.602625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_DFA_ANG_XX.wav,crema_d,1016,,anger,angry,,,2.002,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_DFA_DIS_XX.wav,crema_d,1016,,disgust,disgust,,,2.402375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_DFA_FEA_XX.wav,crema_d,1016,,fear,fear,,,2.469125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_DFA_HAP_XX.wav,crema_d,1016,,happy,happy,,,1.901875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_DFA_NEU_XX.wav,crema_d,1016,,neutral,neutral,,,1.93525,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_DFA_SAD_XX.wav,crema_d,1016,,sad,sad,,,2.369,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_ANG_HI.wav,crema_d,1016,,anger,angry,high,high,2.7360625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_ANG_LO.wav,crema_d,1016,,anger,angry,low,low,2.3023125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_ANG_MD.wav,crema_d,1016,,anger,angry,medium,medium,2.2689375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_DIS_HI.wav,crema_d,1016,,disgust,disgust,high,high,2.8695,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_DIS_LO.wav,crema_d,1016,,disgust,disgust,low,low,2.5025,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_DIS_MD.wav,crema_d,1016,,disgust,disgust,medium,medium,2.6359375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_FEA_HI.wav,crema_d,1016,,fear,fear,high,high,2.5025,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_FEA_LO.wav,crema_d,1016,,fear,fear,low,low,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_FEA_MD.wav,crema_d,1016,,fear,fear,medium,medium,2.902875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_HAP_HI.wav,crema_d,1016,,happy,happy,high,high,2.43575,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_HAP_LO.wav,crema_d,1016,,happy,happy,low,low,2.102125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_HAP_MD.wav,crema_d,1016,,happy,happy,medium,medium,2.035375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_NEU_XX.wav,crema_d,1016,,neutral,neutral,,,1.7350625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_SAD_HI.wav,crema_d,1016,,sad,sad,high,high,3.6703125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_SAD_LO.wav,crema_d,1016,,sad,sad,low,low,2.3356875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IEO_SAD_MD.wav,crema_d,1016,,sad,sad,medium,medium,2.8361875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IOM_ANG_XX.wav,crema_d,1016,,anger,angry,,,2.1688125,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IOM_DIS_XX.wav,crema_d,1016,,disgust,disgust,,,3.036375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IOM_FEA_XX.wav,crema_d,1016,,fear,fear,,,2.2755625,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IOM_HAP_XX.wav,crema_d,1016,,happy,happy,,,2.2021875,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IOM_NEU_XX.wav,crema_d,1016,,neutral,neutral,,,2.1354375,train
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1016_IOM_SAD_XX.wav,crema_d,1016,,sad,sad,,,2.1354375,train
