filepath,dataset,speaker_id,actor_gender,native_label,canonical_label,native_intensity,canonical_intensity,duration_sec
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TAI_NEU_XX.wav,crema_d,1058,NA,neutral,neutral,,,3.003
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TAI_SAD_XX.wav,crema_d,1058,NA,sad,sad,,,3.1364375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TIE_ANG_XX.wav,crema_d,1058,NA,anger,angry,,,2.7026875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TIE_DIS_XX.wav,crema_d,1058,NA,disgust,disgust,,,3.403375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TIE_FEA_XX.wav,crema_d,1058,NA,fear,fear,,,2.8361875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TIE_HAP_XX.wav,crema_d,1058,NA,happy,happy,,,3.103125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TIE_NEU_XX.wav,crema_d,1058,NA,neutral,neutral,,,3.470125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TIE_SAD_XX.wav,crema_d,1058,NA,sad,sad,,,3.7036875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TSI_ANG_XX.wav,crema_d,1058,NA,anger,angry,,,2.06875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TSI_DIS_XX.wav,crema_d,1058,NA,disgust,disgust,,,3.536875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TSI_FEA_XX.wav,crema_d,1058,NA,fear,fear,,,1.8018125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TSI_HAP_XX.wav,crema_d,1058,NA,happy,happy,,,1.8018125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TSI_NEU_XX.wav,crema_d,1058,NA,neutral,neutral,,,2.535875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_TSI_SAD_XX.wav,crema_d,1058,NA,sad,sad,,,2.43575
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_WSI_ANG_XX.wav,crema_d,1058,NA,anger,angry,,,2.602625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_WSI_DIS_XX.wav,crema_d,1058,NA,disgust,disgust,,,3.470125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_WSI_FEA_XX.wav,crema_d,1058,NA,fear,fear,,,2.2021875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_WSI_HAP_XX.wav,crema_d,1058,NA,happy,happy,,,2.2755625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_WSI_NEU_XX.wav,crema_d,1058,NA,neutral,neutral,,,2.8695
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1058_WSI_SAD_XX.wav,crema_d,1058,NA,sad,sad,,,3.06975
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_DFA_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,1.901875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_DFA_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.002
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_DFA_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.06875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_DFA_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,1.8018125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_DFA_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.602625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_DFA_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.1354375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_ANG_HI.wav,crema_d,1059,NA,anger,angry,high,high,2.56925
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_ANG_LO.wav,crema_d,1059,NA,anger,angry,low,low,2.035375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_ANG_MD.wav,crema_d,1059,NA,anger,angry,medium,medium,2.3356875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_DIS_HI.wav,crema_d,1059,NA,disgust,disgust,high,high,2.902875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_DIS_LO.wav,crema_d,1059,NA,disgust,disgust,low,low,2.1688125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_DIS_MD.wav,crema_d,1059,NA,disgust,disgust,medium,medium,2.8028125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_FEA_HI.wav,crema_d,1059,NA,fear,fear,high,high,2.102125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_FEA_LO.wav,crema_d,1059,NA,fear,fear,low,low,2.3356875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_FEA_MD.wav,crema_d,1059,NA,fear,fear,medium,medium,2.1688125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_HAP_HI.wav,crema_d,1059,NA,happy,happy,high,high,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_HAP_LO.wav,crema_d,1059,NA,happy,happy,low,low,2.43575
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_HAP_MD.wav,crema_d,1059,NA,happy,happy,medium,medium,2.1688125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.902875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_SAD_HI.wav,crema_d,1059,NA,sad,sad,high,high,2.6693125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_SAD_LO.wav,crema_d,1059,NA,sad,sad,low,low,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IEO_SAD_MD.wav,crema_d,1059,NA,sad,sad,medium,medium,3.3700625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IOM_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.3356875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IOM_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IOM_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.5025
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IOM_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.3023125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IOM_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.5025
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IOM_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.43575
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITH_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITH_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.7694375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITH_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.535875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITH_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.7026875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITH_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.5025
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITH_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.43575
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITS_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.3023125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITS_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.8695625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITS_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITS_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.2826875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITS_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.469125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_ITS_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,1.93525
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWL_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.7360625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWL_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.469125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWL_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,1.93525
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWL_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.3023125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWL_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.56925
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWL_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWW_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.1354375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWW_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,1.901875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWW_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.1354375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWW_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.035375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWW_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.2021875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_IWW_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.1688125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_MTI_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_MTI_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.6693125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_MTI_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.3023125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_MTI_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.469125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_MTI_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.93625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_MTI_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.56925
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TAI_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.8695625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TAI_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TAI_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TAI_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.902875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TAI_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.8695625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TAI_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.469125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TIE_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,3.43675
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TIE_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,3.37
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TIE_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.902875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TIE_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,3.103125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TIE_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,3.403375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TIE_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,3.8038125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TSI_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.06875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TSI_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.2826875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TSI_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,1.8018125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TSI_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.06875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TSI_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_TSI_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.1688125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_WSI_ANG_XX.wav,crema_d,1059,NA,anger,angry,,,2.43575
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_WSI_DIS_XX.wav,crema_d,1059,NA,disgust,disgust,,,2.902875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_WSI_FEA_XX.wav,crema_d,1059,NA,fear,fear,,,2.43575
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_WSI_HAP_XX.wav,crema_d,1059,NA,happy,happy,,,2.6693125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_WSI_NEU_XX.wav,crema_d,1059,NA,neutral,neutral,,,2.2355625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1059_WSI_SAD_XX.wav,crema_d,1059,NA,sad,sad,,,2.469125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_DFA_ANG_XX.wav,crema_d,1060,NA,anger,angry,,,2.2021875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_DFA_DIS_XX.wav,crema_d,1060,NA,disgust,disgust,,,1.901875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_DFA_FEA_XX.wav,crema_d,1060,NA,fear,fear,,,2.2826875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_DFA_HAP_XX.wav,crema_d,1060,NA,happy,happy,,,2.002
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_DFA_NEU_XX.wav,crema_d,1060,NA,neutral,neutral,,,2.3023125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_DFA_SAD_XX.wav,crema_d,1060,NA,sad,sad,,,1.93525
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_ANG_HI.wav,crema_d,1060,NA,anger,angry,high,high,2.469125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_ANG_LO.wav,crema_d,1060,NA,anger,angry,low,low,1.8351875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_ANG_MD.wav,crema_d,1060,NA,anger,angry,medium,medium,2.035375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_DIS_HI.wav,crema_d,1060,NA,disgust,disgust,high,high,2.3356875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_DIS_LO.wav,crema_d,1060,NA,disgust,disgust,low,low,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_DIS_MD.wav,crema_d,1060,NA,disgust,disgust,medium,medium,1.56825
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_FEA_HI.wav,crema_d,1060,NA,fear,fear,high,high,2.06875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_FEA_LO.wav,crema_d,1060,NA,fear,fear,low,low,2.969625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_FEA_MD.wav,crema_d,1060,NA,fear,fear,medium,medium,2.6693125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_HAP_HI.wav,crema_d,1060,NA,happy,happy,high,high,2.035375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_HAP_LO.wav,crema_d,1060,NA,happy,happy,low,low,1.8685
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_HAP_MD.wav,crema_d,1060,NA,happy,happy,medium,medium,2.43575
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_NEU_XX.wav,crema_d,1060,NA,neutral,neutral,,,2.602625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_SAD_HI.wav,crema_d,1060,NA,sad,sad,high,high,1.93525
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_SAD_LO.wav,crema_d,1060,NA,sad,sad,low,low,2.8695
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IEO_SAD_MD.wav,crema_d,1060,NA,sad,sad,medium,medium,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IOM_ANG_XX.wav,crema_d,1060,NA,anger,angry,,,2.535875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IOM_DIS_XX.wav,crema_d,1060,NA,disgust,disgust,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IOM_FEA_XX.wav,crema_d,1060,NA,fear,fear,,,2.3023125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IOM_HAP_XX.wav,crema_d,1060,NA,happy,happy,,,2.2826875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IOM_NEU_XX.wav,crema_d,1060,NA,neutral,neutral,,,2.102125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IOM_SAD_XX.wav,crema_d,1060,NA,sad,sad,,,2.1354375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITH_ANG_XX.wav,crema_d,1060,NA,anger,angry,,,2.6693125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITH_DIS_XX.wav,crema_d,1060,NA,disgust,disgust,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITH_FEA_XX.wav,crema_d,1060,NA,fear,fear,,,2.902875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITH_HAP_XX.wav,crema_d,1060,NA,happy,happy,,,2.6693125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITH_NEU_XX.wav,crema_d,1060,NA,neutral,neutral,,,2.7694375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITH_SAD_XX.wav,crema_d,1060,NA,sad,sad,,,2.8361875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITS_ANG_XX.wav,crema_d,1060,NA,anger,angry,,,2.3356875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITS_DIS_XX.wav,crema_d,1060,NA,disgust,disgust,,,2.5025
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITS_FEA_XX.wav,crema_d,1060,NA,fear,fear,,,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITS_HAP_XX.wav,crema_d,1060,NA,happy,happy,,,2.2021875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITS_NEU_XX.wav,crema_d,1060,NA,neutral,neutral,,,2.402375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_ITS_SAD_XX.wav,crema_d,1060,NA,sad,sad,,,2.56925
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IWL_ANG_XX.wav,crema_d,1060,NA,anger,angry,,,2.5025
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IWL_DIS_XX.wav,crema_d,1060,NA,disgust,disgust,,,2.93625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IWL_FEA_XX.wav,crema_d,1060,NA,fear,fear,,,2.6359375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IWL_HAP_XX.wav,crema_d,1060,NA,happy,happy,,,3.003
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\crema_d\CREMA-D\AudioWAV\1060_IWL_NEU_XX.wav,crema_d,1060,NA,neutral,neutral,,,2.7694375
